"id","repo_id","committer","message","comment_count","verification"
"37","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version strings...","0","0"
"38","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","button and text brightness reduced to 75%","0","0"
"39","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version 1.4.2
- reduced (in-game) button brightness and contrast to prevent screen
burn-in
- moved hard drop button to the right in landscape game layout
- other slight changes to game layouts
- added hint at game over dialog","0","0"
"40","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","readme content added
german translation bugfixes","0","0"
"41","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version 1.4.1
updateed version strings","0","0"
"42","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","fixed orientation crash","0","0"
"43","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","new game over sound
changed clear sound","0","0"
"44","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","new setting to enable popup text,
yellow popup color for tetris,
slightly modified help text (resumability)","0","0"
"45","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","string tweaks","0","0"
"46","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version 1.4
- added help menu (= extensive faq)
- in-game background is now transparent
- maximum hard drop distance is now 15 (as it always should have been)","0","0"
"47","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","added popup text","0","0"
"48","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","added standard android background to game activity","0","0"
"49","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version 1.2
advanced preferences default values fixed
layout of level choosing dialog updated","0","0"
"50","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","version string is now 1.1","0","0"
"51","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","Small layout tweaks
- moved ""Quit"" Button to the overflow menu
- simplified the starting level dialog layout
- the ""advanced"" preference has an icon now
- new activity for advanced settings
	- to allow the titlebar to function as a back button
	- to display the correct icon in the title bar","0","0"
"52","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","updated version strings","0","0"
"53","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","new donation dialog","0","0"
"54","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","changed copyright notice of the seekbarpreference files to the original
author: Kirk Baucom","0","0"
"55","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","added DisplayHomeAsUp in submenus","0","0"
"56","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","updated license text","0","0"
"57","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","icon bug fixed","0","0"
"58","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","german translation bugfixes","0","0"
"59","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","updated level choosing dialog. introduced settings icon","0","0"
"60","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","removed unused files, added acceleration preferences, switched main menu
button positions, small tewaks","0","0"
"61","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","Merge github.com:vocollapse/Blockinger","0","0"
"62","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","Create LICENSE.md","0","0"
"63","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","updated copyright and license notes","0","0"
"64","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","easter version.","0","0"
"65","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","redesigned the complete application.
Split all the big classes into smaller specific subclasses.
Centered the Class communication around GameActivity.
GameState is now the only singleton and it wraps all state variables.","0","0"
"66","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"fixed double movement interval.
game over orientation bug still persists.","0","0"
"67","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","doubled player movement and soft drop intervall at first tick.
fixed rotate bug at game over screen.","0","0"
"68","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3","vocollapse","changed author name to match paypal email","0","0"
"69","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"new awesome Icon","0","0"
"70","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"finished german translation. removed vertical spacing on game board.
corrected some formatting and spelling in <strings>. increased maximum
soft drop speed.","0","0"
"71","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"added german language support. spilt the settings menu into settings,
about and donate. updated license and donation infos. added README
placeholder file","0","0"
"72","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"removed bin folder from repo","0","0"
"73","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"added ogg sounds (for real)","0","0"
"74","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"converted ogg sounds and shorter tetris sound","0","0"
"75","MDEwOlJlcG9zaXRvcnk5MjQ0OTk3",,"First Commit.
Initial working version of Blockinger.","0","0"
"76","MDEwOlJlcG9zaXRvcnkxMjAxNDQwMQ==","web-flow","Merge pull request #3 from PSNB92/add-license-1

Create LICENSE","0","1"
"77","MDEwOlJlcG9zaXRvcnkxMjAxNDQwMQ==","web-flow","Create LICENSE","0","1"
"78","MDEwOlJlcG9zaXRvcnkxMjAxNDQwMQ==","PSNB92","Changed board backing array from 1D to 2D array","1","0"
"79","MDEwOlJlcG9zaXRvcnkxMjAxNDQwMQ==","PSNB92","Changed board backing array from 1D to 2D array","0","0"
"80","MDEwOlJlcG9zaXRvcnkxMjAxNDQwMQ==","PSNB92","Initial Commit","0","0"
"81","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","GitHub account renamed from orfjackal to luontola","0","0"
"82","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"83","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Hints and links to screencasts","0","0"
"84","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"85","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Assert thrown exceptions using lambdas","0","0"
"86","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Project code style","0","0"
"87","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Prefix test classes with the step number for better usability","0","0"
"88","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"89","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Warn about missing @Override","0","0"
"90","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Added feature to implement: game over","0","0"
"91","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Fixed typos","0","0"
"92","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"93","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Renamed to TDD Tetris Tutorial","0","0"
"94","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/main/java/tetris/Board.java
	src/main/java/tetris/Grid.java
	src/main/java/tetris/Grids.java
	src/main/java/tetris/MovablePiece.java
	src/main/java/tetris/Piece.java
	src/main/java/tetris/Point.java
	src/main/java/tetris/RotatableGrid.java
	src/main/java/tetris/Tetromino.java
	src/test/java/tetris/Block.java
	src/test/java/tetris/FallingPiecesTest.java
	src/test/java/tetris/RotatingPiecesOfBlocksTest.java
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"95","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Instructions inside the test classes, because people don't read the README","0","0"
"96","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated copyright year","0","0"
"97","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded to Java 8","0","0"
"98","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded dependencies","0","0"
"99","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Instructions inside the test classes, because people don't read the README","0","0"
"100","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/main/java/tetris/Tetromino.java
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"101","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Rotate the I tetromino according to the Nintendo Rotation System

http://tetris.wikia.com/wiki/Nintendo_Rotation_System","0","0"
"102","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Unified terminology","0","0"
"103","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Removed dead link","0","0"
"104","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Improved usability of the tetromino rotation tests

The first I-shape rotation test was produced all the new functionality, which was confusing to some (if you haven't looked at future tests). Changed the new functionality to be produced by the second I-shape rotation test, so that the two tests would be better contrasted.","0","0"
"105","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated project files","0","0"
"106","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","chmod 644","0","0"
"107","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"108","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","chmod 644","0","0"
"109","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded to JUnit 4.11, IDEA 12","0","0"
"110","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Added @Ignore annotations for test classes which are commented out","0","0"
"111","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"112","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Refactored","0","0"
"113","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","NestedJUnit is now in its own library","0","0"
"114","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded to IDEA 12","0","0"
"115","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"116","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Additional tetromino rotation system explanation","0","0"
"117","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"118","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Fixed link","0","0"
"119","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"120","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: Mention of top-down vs. bottom-up approaches","0","0"
"121","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: Reference to Dreyfus model of skill acquisition","0","0"
"122","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"123","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Fixed typo","0","0"
"124","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"125","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","NestedJUnit4: workaround for a bug in IntelliJ IDEA's test reporter","0","0"
"126","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/test/java/tetris/FallingBlocksTest.java","0","0"
"127","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Explanatory comments for the mysterious hasFalling() method","0","0"
"128","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Small additions to README","0","0"
"129","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/main/java/tetris/Board.java
	src/main/java/tetris/Grid.java
	src/main/java/tetris/Grids.java
	src/main/java/tetris/MovablePiece.java
	src/main/java/tetris/Piece.java
	src/main/java/tetris/Point.java
	src/main/java/tetris/RotatableGrid.java
	src/main/java/tetris/Tetromino.java
	src/test/java/tetris/Block.java
	src/test/java/tetris/FallingBlocksTest.java
	src/test/java/tetris/FallingPiecesTest.java","0","0"
"130","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated copyrights: 2008-2010 range, shortened from 6 to 3 lines","0","0"
"131","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","In tests, moved the calls to board.hasFalling() after the call to board.toString()

This should help in finding out why a test fails in the beginning of the tutorial, because JUnit throws exceptions and thus hides the information given by latter failing asserts.","0","0"
"132","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"133","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: encourage to refactor the test and production code","0","0"
"134","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: small improvements","0","0"
"135","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: composition over inheritance","0","0"
"136","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"137","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: fixed the copyright range to start from 2008 (when the project was started) instead of 2009","0","0"
"138","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"139","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: small improvements","0","0"
"140","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"141","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: notes about LSP","0","0"
"142","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: notes about changing rotating rules and other improvements","0","0"
"143","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"144","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated project files (IDEA 9)","0","0"
"145","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded to Java 6, because 5 is outdated. Also upgraded to Mockito 1.8.2","0","0"
"146","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","README: what to do after this tutorial","0","0"
"147","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Changed README from HTML to Markdown format","0","0"
"148","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"149","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updates and additions to README","0","0"
"150","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"151","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","NestedJUnit4: enable @Before and @After in the surrounding parent class","0","0"
"152","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/main/java/tetris/Tetromino.java
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"153","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","The signular form of Tetrominoes is Tetromino","0","0"
"154","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"155","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Documentation for NestedJUnit4","0","0"
"156","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Moved NestedJUnit4 to its own package","0","0"
"157","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/test/java/tetris/FallingBlocksTest.java
	src/test/java/tetris/FallingPiecesTest.java
	src/test/java/tetris/RotatingPiecesOfBlocksTest.java
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"158","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated project files","0","0"
"159","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Converted all tests to use NestedJUnit4","0","0"
"160","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Created NestedJUnit4 test runner","0","0"
"161","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Added dependency to EasyMock","0","0"
"162","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"163","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated project files","0","0"
"164","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Use Java 5 for better compatibility, upgraded dependencies: JUnit 4.7, Mocktio 1.8.0","0","0"
"165","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"166","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated test names in README.html to match the current naming style.","0","0"
"167","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial

Conflicts:
	src/test/java/tetris/FallingBlocksTest.java
	src/test/java/tetris/FallingPiecesTest.java
	src/test/java/tetris/RotatingPiecesOfBlocksTest.java
	src/test/java/tetris/RotatingTetrominoesTest.java","0","0"
"168","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Renamed test names to use underscore instead of camel case, to make them more readable.
Inspired by http://www.infoq.com/presentations/10-Ways-to-Better-Code-Neal-Ford","0","0"
"169","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"170","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Added links about TDD and about testing UIs.","0","0"
"171","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Merge branch 'master' into tutorial","0","0"
"172","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Removed the @since tags, because SCM is a better place for that information.","0","0"
"173","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Prepare tutorial: Added base Board class to get tests to compile.","0","0"
"174","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Prepare tutorial: Removed the production code.","0","0"
"175","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Prepare tutorial: Commented out the tests.","0","0"
"176","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Upgraded to JUnit 4.5","0","0"
"177","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Removed pre-commented-out tests, moved instructions to README.html","0","0"
"178","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Deleted tetris.iml","0","0"
"179","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Updated copyright statements.","0","0"
"180","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Improved Maven configuration.","0","0"
"181","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"182","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"183","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"184","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"185","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"186","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"187","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"188","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","Web site","0","0"
"189","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"190","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","TODO","0","0"
"191","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"192","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"193","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"194","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"195","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","TODO","0","0"
"196","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","TODO","0","0"
"197","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"198","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"199","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"200","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"201","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"202","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"203","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"204","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"205","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"206","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"207","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"208","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"209","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"210","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"211","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"212","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"213","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"214","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor: introduce class Point","0","0"
"215","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","pass: testItStopsWhenItHitsTheOtherPiece","0","0"
"216","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","add: testItStopsWhenItHitsTheOtherPiece","0","0"
"217","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","refactor","0","0"
"218","MDEwOlJlcG9zaXRvcnkxODYwMDc=","luontola","pass: WhenAPieceLandsOnAnotherPiece testItIsStillFallingRightAboveTheOtherBlock","0","0"
