"id","repo_id","committer","message","comment_count","verification"
"52","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Calculate size using string (#1203)","0","1"
"53","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Refactor duplicated queryTcpnetstat method (#1204)","0","1"
"54","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Enable Maven Staging Plugin (#1199)","0","1"
"55","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Update macOS to Xcode 11.4 (JDK14)","0","0"
"56","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"57","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-5.0.1","0","0"
"58","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","5.0.1 Release","0","0"
"59","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Optionally batch WMI command line queries (#1194)","0","1"
"60","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Correct virtual memory in use on Windows (#1196)","0","1"
"61","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"62","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-5.0.0","0","0"
"63","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","5.0.0 Release","0","0"
"64","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","CI and javadoc fixes","0","0"
"65","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Make OSProcess an interface (#1191)

* Make OSProcess an interface

* Return UnmodifiableList instead of array

* Move getAffinity to OSProcess","0","1"
"66","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Make OSFileStore an interface (#1190)","0","1"
"67","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","List returns for CentralProcessor, GlobalMemory (#1189)","0","1"
"68","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump maven-assembly-plugin from 3.2.0 to 3.3.0

Bumps [maven-assembly-plugin](https://github.com/apache/maven-assembly-plugin) from 3.2.0 to 3.3.0.
- [Release notes](https://github.com/apache/maven-assembly-plugin/releases)
- [Commits](https://github.com/apache/maven-assembly-plugin/compare/maven-assembly-plugin-3.2.0...maven-assembly-plugin-3.3.0)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"69","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","List returns for UsbDevice (#1187)","0","1"
"70","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","List returns for Display, PowerSource, SoundCard, GraphicsCard (#1186)","0","1"
"71","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","minor correction for catching future fault (#1184)","0","1"
"72","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Make HWDiskStore an interface (#1185)

* Make HWDiskStore an interface

* Return UnmodifiableLists","0","1"
"73","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add more VirtualMemory information (#1183)","0","1"
"74","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Fix disk test","0","0"
"75","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Make HWPartition immutable (#1181)","0","1"
"76","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Update thread safety documentation","0","0"
"77","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump wagon-ssh from 3.3.4 to 3.4.0

Bumps wagon-ssh from 3.3.4 to 3.4.0.

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"78","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump checkstyle from 8.31 to 8.32

Bumps [checkstyle](https://github.com/checkstyle/checkstyle) from 8.31 to 8.32.
- [Release notes](https://github.com/checkstyle/checkstyle/releases)
- [Commits](https://github.com/checkstyle/checkstyle/compare/checkstyle-8.31...checkstyle-8.32)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"79","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Convert NetworkIF to interface (#1178)","0","1"
"80","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Merge pull request #1177 from dbwiddis/deprecated

Remove Deprecated Code","0","1"
"81","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove deprecated OSProcess method","0","0"
"82","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove deprecated OSVersionInfoEx implementations","0","0"
"83","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove deprecated PowerSource methods","0","0"
"84","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove deprecated CentralProcessor methods","0","0"
"85","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"86","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.7.0","0","0"
"87","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","4.7.0 Release","0","0"
"88","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Update Travis test versions","0","0"
"89","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Typo","0","0"
"90","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add TCP and UDP statistics (#1174)

* TCP and UDP stats interface and Windows implementation

* Mac stats, remove redundant sums

* Add GetTcpStatistics and GetUdpStatistics

* Use WINAPI instead of counters

* Add error and reset fields

* Linux

* Solaris

* FreeBSD

* Remove unneeded abstract class

* Add tests

* Mac option with sudo","0","1"
"91","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump maven-fluido-skin from 1.8 to 1.9

Bumps [maven-fluido-skin](https://github.com/apache/maven-fluido-skin) from 1.8 to 1.9.
- [Release notes](https://github.com/apache/maven-fluido-skin/releases)
- [Commits](https://github.com/apache/maven-fluido-skin/compare/maven-fluido-skin-1.8...maven-fluido-skin-1.9)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"92","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Merge pull request #1171 from oshi/dependabot/maven/org.apache.maven.plugins-maven-antrun-plugin-3.0.0

Bump maven-antrun-plugin from 1.8 to 3.0.0","0","1"
"93","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Bump maven-antrun-plugin from 1.8 to 3.0.0

Bumps [maven-antrun-plugin](https://github.com/apache/maven-antrun-plugin) from 1.8 to 3.0.0.
- [Release notes](https://github.com/apache/maven-antrun-plugin/releases)
- [Commits](https://github.com/apache/maven-antrun-plugin/compare/maven-antrun-plugin-1.8...maven-antrun-plugin-3.0.0)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","1"
"94","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add final annotation to class (#1170)","0","1"
"95","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump maven-shade-plugin from 3.2.2 to 3.2.3

Bumps [maven-shade-plugin](https://github.com/apache/maven-shade-plugin) from 3.2.2 to 3.2.3.
- [Release notes](https://github.com/apache/maven-shade-plugin/releases)
- [Commits](https://github.com/apache/maven-shade-plugin/compare/maven-shade-plugin-3.2.2...maven-shade-plugin-3.2.3)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"96","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Update README.md","0","1"
"97","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Refactor to use static query methods","0","0"
"98","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add annotations @Documented (#1168)

Add annotations in oshi.annotation.concurrent package","0","1"
"99","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump junit-vintage-engine from 5.6.1 to 5.6.2

Bumps [junit-vintage-engine](https://github.com/junit-team/junit5) from 5.6.1 to 5.6.2.
- [Release notes](https://github.com/junit-team/junit5/releases)
- [Commits](https://github.com/junit-team/junit5/compare/r5.6.1...r5.6.2)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"100","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","bnd-maven-plugin fix","0","0"
"101","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Refactor Solaris NUMA node parsing (#1165)","0","1"
"102","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"103","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.6.1","0","0"
"104","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","4.6.1 Release","0","0"
"105","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Fix handle leak in LinuxDisks (#1163)","0","1"
"106","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Define annotations within OSHI (#1161)","0","1"
"107","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"108","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.6.0","0","0"
"109","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","4.6.0 Release","0","0"
"110","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Optimize Travis build concurrency","0","1"
"111","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Optimize Travis build concurrency","0","1"
"112","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Docs and redundancy","0","0"
"113","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","CI Fixes","0","0"
"114","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Bump jsr305 from 1.3.9 to 3.0.2 (#1159)

Bumps jsr305 from 1.3.9 to 3.0.2.

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>","0","1"
"115","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Audit and annotate ThreadSafe classes (#1157)

* Add ThreadSafe annotation and audit Util classes

* ComputerSystem, Baseboard, Firmware, CentralProcessor, GlobalMemory

* Disks, Display, GraphicsCard

* Physical/VirtualMemory, PowerSource, Sensors, SoundCard, USBDevice

* HAL, HWDiskStore, HWPartition, NetworkIF

* NetworkParams, OSFileStore, OSProcess, OSService

* FileSystem, OperatingSystem

* Final CI fixes and changelog","0","1"
"116","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Bump checkstyle from 8.30 to 8.31 (#1156)

Bumps [checkstyle](https://github.com/checkstyle/checkstyle) from 8.30 to 8.31.
- [Release notes](https://github.com/checkstyle/checkstyle/releases)
- [Commits](https://github.com/checkstyle/checkstyle/compare/checkstyle-8.30...checkstyle-8.31)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>","0","1"
"117","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Fix Linux proc symlinks 

* Linux proc symlinks may show as (deleted) (#1153)

* Update pull request number

* update pull request number","0","1"
"118","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump dependency-check-maven from 5.3.1 to 5.3.2

Bumps [dependency-check-maven](https://github.com/jeremylong/DependencyCheck) from 5.3.1 to 5.3.2.
- [Release notes](https://github.com/jeremylong/DependencyCheck/releases)
- [Changelog](https://github.com/jeremylong/DependencyCheck/blob/master/RELEASE_NOTES.md)
- [Commits](https://github.com/jeremylong/DependencyCheck/compare/v5.3.1...v5.3.2)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"119","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Misc. Sonar code smell fixes","0","0"
"120","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove stray debug output","0","0"
"121","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Get Graphics Cards (#1151)

* GraphicsCard interface and Mac implementation

* Windows implementation

* Linux Implementation

* Add test

* Solaris Port

* FreeBsd implementation","0","1"
"122","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump bnd-maven-plugin from 5.0.0 to 5.0.1

Bumps [bnd-maven-plugin](https://github.com/bndtools/bnd) from 5.0.0 to 5.0.1.
- [Release notes](https://github.com/bndtools/bnd/releases)
- [Changelog](https://github.com/bndtools/bnd/blob/master/docs/ADDING_RELEASE_DOCS.md)
- [Commits](https://github.com/bndtools/bnd/commits)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"123","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Update README.md","0","0"
"124","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add fields to NetworkIF to help determine physical interfaces (#1150)

* Add fields to NetworkIF to help determine physical interfaces

* Test for known VM addresses","0","1"
"125","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Remove blank line from Windows process gui","0","0"
"126","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump junit-vintage-engine from 5.6.0 to 5.6.1

Bumps [junit-vintage-engine](https://github.com/junit-team/junit5) from 5.6.0 to 5.6.1.
- [Release notes](https://github.com/junit-team/junit5/releases)
- [Commits](https://github.com/junit-team/junit5/compare/r5.6.0...r5.6.1)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"127","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Move microarchitecture to CentralProcessor (#1148)","0","1"
"128","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Lookup microarchitecture from processor identifier (#894)","0","1"
"129","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Make GUI multithreaded (#1147)","0","1"
"130","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"131","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.5.2","0","0"
"132","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Release 4.5.2","0","0"
"133","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add dependabot badge","0","1"
"134","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"135","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.5.1","0","0"
"136","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Revert javadoc version for release","0","0"
"137","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","4.5.1 Release","0","0"
"138","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","More columns","0","0"
"139","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Changelog","0","0"
"140","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","This should finally fix the tests.","0","0"
"141","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","One more try at fixing test","0","0"
"142","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Fix other test","0","0"
"143","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Fix failing test","0","0"
"144","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Add tests and docs","0","0"
"145","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Add Process usage between ticks","0","0"
"146","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump jackson-databind from 2.9.10.3 to 2.10.3

Bumps [jackson-databind](https://github.com/FasterXML/jackson) from 2.9.10.3 to 2.10.3.
- [Release notes](https://github.com/FasterXML/jackson/releases)
- [Commits](https://github.com/FasterXML/jackson/commits)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"147","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","Fix null dereference","0","0"
"148","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Bump jackson-databind from 2.9.10.1 to 2.9.10.3 in /oshi-demo (#1141)

Bumps [jackson-databind](https://github.com/FasterXML/jackson) from 2.9.10.1 to 2.9.10.3.
- [Release notes](https://github.com/FasterXML/jackson/releases)
- [Commits](https://github.com/FasterXML/jackson/commits)

Signed-off-by: dependabot[bot] <support@github.com>

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>","0","1"
"149","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Demo Swing GUI (#1140)","0","1"
"150","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Fix Windows FileStore updating (#1139)","0","1"
"151","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Bump spotbugs-maven-plugin from 3.1.12.2 to 4.0.0 (#1135)

Bumps [spotbugs-maven-plugin](https://github.com/spotbugs/spotbugs-maven-plugin) from 3.1.12.2 to 4.0.0.
- [Release notes](https://github.com/spotbugs/spotbugs-maven-plugin/releases)
- [Commits](https://github.com/spotbugs/spotbugs-maven-plugin/compare/spotbugs-maven-plugin-3.1.12.2...spotbugs-maven-plugin-4.0.0)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>","0","1"
"152","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump maven-javadoc-plugin from 3.1.1 to 3.2.0

Bumps [maven-javadoc-plugin](https://github.com/apache/maven-javadoc-plugin) from 3.1.1 to 3.2.0.
- [Release notes](https://github.com/apache/maven-javadoc-plugin/releases)
- [Commits](https://github.com/apache/maven-javadoc-plugin/compare/maven-javadoc-plugin-3.1.1...maven-javadoc-plugin-3.2.0)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"153","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump org.eclipse.jgit from 5.7.0.202003090808-r to 5.7.0.202003110725-r

Bumps org.eclipse.jgit from 5.7.0.202003090808-r to 5.7.0.202003110725-r.

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
"154","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Switch Windows temperature WMI source (#1134)","0","1"
"155","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare for next development iteration","0","0"
"156","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","[maven-release-plugin] prepare release oshi-parent-4.5.0","0","0"
"157","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dbwiddis","4.5.0 Release","0","0"
"158","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Add Volume Label to OSFileStore (#1132)","0","1"
"159","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","web-flow","Use exception message instead of stack trace (#1133)","0","1"
"160","MDEwOlJlcG9zaXRvcnkzNDA3MTE0","dependabot-preview[bot]","Bump maven-dependency-plugin from 3.1.1 to 3.1.2

Bumps [maven-dependency-plugin](https://github.com/apache/maven-dependency-plugin) from 3.1.1 to 3.1.2.
- [Release notes](https://github.com/apache/maven-dependency-plugin/releases)
- [Commits](https://github.com/apache/maven-dependency-plugin/compare/maven-dependency-plugin-3.1.1...maven-dependency-plugin-3.1.2)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>","0","0"
