a,MDEwOlJlcG9zaXRvcnk2Mjk5OTMxOA==,MDEwOlJlcG9zaXRvcnk2OTAyNDg1MQ==,MDEwOlJlcG9zaXRvcnk3Mjk4NjUyOA==,MDEwOlJlcG9zaXRvcnk3Mzk1Nzc3NA==,MDEwOlJlcG9zaXRvcnk3NzM5Nzc3Mw==,MDEwOlJlcG9zaXRvcnk3ODkzODg1MA==,MDEwOlJlcG9zaXRvcnk4MjYxMTI5OA==,MDEwOlJlcG9zaXRvcnk4MTg3MzIyOQ==,MDEwOlJlcG9zaXRvcnk4MTI4MTgzMQ==,MDEwOlJlcG9zaXRvcnk4MzAwMDY3OQ==,MDEwOlJlcG9zaXRvcnk4NjYwNjk3Mw==,MDEwOlJlcG9zaXRvcnk4NzIwMDAxMg==,MDEwOlJlcG9zaXRvcnk4NzY4NzYxMw==,MDEwOlJlcG9zaXRvcnk4ODQwNTE4MQ==,MDEwOlJlcG9zaXRvcnk4OTk2MDYwNw==,MDEwOlJlcG9zaXRvcnk5MDU2NDg4Ng==,MDEwOlJlcG9zaXRvcnk5MDU2Nzc3Mw==,MDEwOlJlcG9zaXRvcnk5MTAxMzI3Nw==,MDEwOlJlcG9zaXRvcnk5MTg5NTYwOQ==,MDEwOlJlcG9zaXRvcnk5MTYxODMyMw==,MDEwOlJlcG9zaXRvcnk5MzEzNjA3MQ==,MDEwOlJlcG9zaXRvcnk5NTAwNjUwNg==,MDEwOlJlcG9zaXRvcnk5ODMwNTkzMA==,MDEwOlJlcG9zaXRvcnkxMDc4MzcwMDc=,MDEwOlJlcG9zaXRvcnkxMDcxMDQ5NDI=,MDEwOlJlcG9zaXRvcnkxMDg1NTM4MDI=,MDEwOlJlcG9zaXRvcnkxMDg4NDUyMzI=,MDEwOlJlcG9zaXRvcnkxMDgyMjUyMTY=,MDEwOlJlcG9zaXRvcnkxMDI5OTMzMjU=,MDEwOlJlcG9zaXRvcnkxMDk0MzY4NTM=,MDEwOlJlcG9zaXRvcnkxMDU4MzUyMjA=,MDEwOlJlcG9zaXRvcnkxMDUzNDAwMzQ=,MDEwOlJlcG9zaXRvcnkxMjc2NDI5OTg=,MDEwOlJlcG9zaXRvcnkxMjE4ODA0ODg=,MDEwOlJlcG9zaXRvcnkxMjI2NTQ3MTY=,MDEwOlJlcG9zaXRvcnkxMjk0NjA3OTg=,MDEwOlJlcG9zaXRvcnkxMjkxMjUzNjI=,MDEwOlJlcG9zaXRvcnkxMjM4MDQwNjM=,MDEwOlJlcG9zaXRvcnkxMjY3NTA2NTA=,MDEwOlJlcG9zaXRvcnkxMTE0NTU0OTk=,MDEwOlJlcG9zaXRvcnkxMTg4NzQ5NjQ=,MDEwOlJlcG9zaXRvcnkxMTM1MDI0NDQ=,MDEwOlJlcG9zaXRvcnkxMTM1NDQyNDM=,MDEwOlJlcG9zaXRvcnkxMTM4MTQyNjk=,MDEwOlJlcG9zaXRvcnkxMTY2NzIxMzU=,MDEwOlJlcG9zaXRvcnkxMzA0NTUxMzU=,MDEwOlJlcG9zaXRvcnkxMzAzNjc0MjY=,MDEwOlJlcG9zaXRvcnkxMzIwMTg2MDU=,MDEwOlJlcG9zaXRvcnkxMzIzMTIwODQ=,MDEwOlJlcG9zaXRvcnkxMzQ2NDk1NTA=,MDEwOlJlcG9zaXRvcnkxMzQ3Njk0NTg=,MDEwOlJlcG9zaXRvcnkxNDA2MTQ3OTI=,MDEwOlJlcG9zaXRvcnkxNDEwNTUwNTc=,MDEwOlJlcG9zaXRvcnkxNDEzMzU2OA==,MDEwOlJlcG9zaXRvcnkxNDIyMDU1MjE=,MDEwOlJlcG9zaXRvcnkxNDQ2MTc5NDU=,MDEwOlJlcG9zaXRvcnkxNDU1NTAxMDE=,MDEwOlJlcG9zaXRvcnkxNDU4MTA3ODY=,MDEwOlJlcG9zaXRvcnkxNDUxMDgzNDM=,MDEwOlJlcG9zaXRvcnkxNDY1NTk2OTI=,MDEwOlJlcG9zaXRvcnkxNjEwODE3MzY=,MDEwOlJlcG9zaXRvcnkxNjgwODkzOTk=,MDEwOlJlcG9zaXRvcnkxNjM3OTg5MDA=,MDEwOlJlcG9zaXRvcnkxNjMwMTIyNzg=,MDEwOlJlcG9zaXRvcnkxNjQwMDU0ODg=,MDEwOlJlcG9zaXRvcnkxNTgwOTY4MTM=,MDEwOlJlcG9zaXRvcnkxNTgzNjU4MDY=,MDEwOlJlcG9zaXRvcnkxNzI2NzMyNjk=,MDEwOlJlcG9zaXRvcnkxNzk5MzI5ODk=,MDEwOlJlcG9zaXRvcnkxNzUwMzEwODU=,MDEwOlJlcG9zaXRvcnkxODAyNDEwNjc=,MDEwOlJlcG9zaXRvcnkxODE0NjU2MTQ=,MDEwOlJlcG9zaXRvcnkxODQ0NDkyNDU=,MDEwOlJlcG9zaXRvcnkxODQ0OTgwMDg=,MDEwOlJlcG9zaXRvcnkxODY0MjgwMzM=,MDEwOlJlcG9zaXRvcnkxOTIyNTQzMTM=,MDEwOlJlcG9zaXRvcnkyMDA4OTA1MDU=,MDEwOlJlcG9zaXRvcnkyMDgxNDAxODA=,MDEwOlJlcG9zaXRvcnkyMDM3MDI3OTY=,MDEwOlJlcG9zaXRvcnkyMDQ4MjQ2MDc=,MDEwOlJlcG9zaXRvcnkyMjc5ODUwODk=,MDEwOlJlcG9zaXRvcnkyMjEzMzc0NTM=,MDEwOlJlcG9zaXRvcnkyMjI2NDEwNTA=,MDEwOlJlcG9zaXRvcnkyMjk1ODU0NDY=,MDEwOlJlcG9zaXRvcnkyMTU4Mjg0NjM=,MDEwOlJlcG9zaXRvcnkyMzAyMjAxODI=,MDEwOlJlcG9zaXRvcnkyMzE5NzM1MDM=,MDEwOlJlcG9zaXRvcnkyMzUyNzQ4NjU=,MDEwOlJlcG9zaXRvcnkyMzUzNjg2NDE=,MDEwOlJlcG9zaXRvcnkyNDg0MjczMjk=,MDEwOlJlcG9zaXRvcnkyNjExMDI0Nzk=,MDEwOlJlcG9zaXRvcnkyNjI1Mjk2NA==,MDEwOlJlcG9zaXRvcnkyNTE2MjYyMjI=,MDEwOlJlcG9zaXRvcnkyNTY5Mjg5ODQ=,MDEwOlJlcG9zaXRvcnkyOTg2MDQ2Mw==,MDEwOlJlcG9zaXRvcnkzNDEyMDE0MA==
MDEwOlJlcG9zaXRvcnkxMDcxMDQ5NDI=,0.9812704454220543,0.7954605021041115,0.8477814983514248,0.23618878999410214,0.95628667032883,0.18798194364809795,4.67567269074801E-4,0.08741941134424562,0.9770677554975289,0.3501733186701311,0.9857799293143878,0.9857799293143877,0.6785666829396095,0.9707003612817864,0.9283522840699834,1.0056607383625952E-4,0.8817545277678004,0.8525528406700895,0.7769056606904154,0.3189677363127505,0.9742524501921871,0.9849459378002793,0.9879478434459857,0.606339373460498,1.0,0.9746189024863464,0.9856259815549077,0.9232611156490287,0.8115361839622767,0.47149767754476724,0.5932156167775624,0.9734288421543307,0.8935711424704421,0.06389827406068528,4.634761208882063E-5,0.6171438458818468,0.9850814293784451,0.9775143533816024,0.8096978957253657,0.9156220335842521,0.990798729374666,3.245948742204975E-5,0.9536155095856418,0.5065322460484057,0.1195486376436113,0.994018746582501,0.8943967598797996,0.9598036503732716,0.97376992319765,0.945068241055104,0.9699229119638455,0.9865341573940622,6.386454508444436E-4,5.1438773618995665E-5,1.1994785699354981E-6,0.9054603691735583,0.7600242025351198,0.9586844030468251,0.9773545638901138,0.9714972178129427,0.984349785662849,0.9599871529612125,0.9433651297321966,0.12947939588257684,0.9640239359058145,0.5866327261279312,0.9633017341399409,0.9783416078015835,0.03814571806302357,0.10777519622116653,0.9949226271051367,0.9135858940017655,0.6371014674598935,1.2506397817040335E-5,0.9857666968976597,1.9352896398321395E-5,0.9840230442339513,0.9905041006149654,0.1862956214653616,0.9078961254012387,0.9993765243341847,0.9806938258853928,6.175575680097842E-6,0.6541385924630081,0.9763894564976974,0.80012567069204,0.894490306582196,0.9909512209447994,5.835192937326692E-5,0.33383474697865845,0.8776083650194139,0.19853530337064612,0.9819154208833576,0.9953639928150966,0.696048381122798,0.4017461951469919
MDEwOlJlcG9zaXRvcnkxMDg1NTM4MDI=,0.979799900663327,0.8002142308216469,0.8486239386452601,0.16822432934204845,0.8913132225321273,0.18892016225085553,9.005643460553923E-4,0.09620071225474533,0.9471502465696422,0.3479311199557943,0.9843321422957663,0.9843321422957658,0.6465368001066918,0.9553957975390811,0.8602536291526522,0.11933097494445923,0.88049897713868,0.8481923424869549,0.7565886381048962,0.3343256576579944,0.9727243833745363,0.9844384899053523,0.9531737192763861,0.6005502275243781,0.9746189024863464,1.0,0.9394685193819404,0.8648751477451588,0.830491161705119,0.3358246490925082,0.5447000341337693,0.9725232599266265,0.8926360583882228,0.06380188094067939,4.506862376556963E-5,0.5467377593212857,0.9709931176711697,0.9759345284357888,0.809179464376039,0.908286108751239,0.9552822018497665,6.018834764751345E-6,0.9567125234251118,0.4956057406249158,0.12116706923476535,0.9724224873900142,0.9004227553001525,0.9206747166922674,0.9723257524533385,0.9435298519134426,0.9690735948173528,0.9818634923432439,9.151317683885548E-4,3.2693085759488256E-5,0.011610654887813827,0.8715100697629825,0.7057255925721402,0.9368561611346948,0.9760250223008531,0.9334367991859869,0.9578635441954334,0.9580317299068465,0.9382963546438823,0.12930479789574123,0.9645404837052336,0.5870116869207425,0.9652074041713758,0.9800606989231561,0.1348459534177165,0.10761277349607994,0.9837882868379877,0.8333549347935706,0.6368787279263829,1.3198791454342078E-5,0.9843014597779169,2.184002579024435E-5,0.982550711672025,0.9789884720073814,0.1989563746928024,0.9064137768885556,0.9718983001694209,0.9824186191516048,3.757033135609187E-5,0.6373061583610204,0.9737687595181644,0.8136471864517693,0.80907098827594,0.9825271741215862,8.741070833191514E-5,0.26132845200153465,0.8763204310484165,0.11695814609393199,0.953241490447138,0.959436536275964,0.6949989585119399,0.4011404188232452
MDEwOlJlcG9zaXRvcnkxMDg4NDUyMzI=,0.9403058950856715,0.7622741014380355,0.8124017297377196,0.3035622232626556,0.9899186821285914,0.1826764120354855,0.0012008774507273647,0.10265875573944595,0.9850630236957153,0.34749041260888835,0.9446775239639444,0.9446775239639452,0.6855867190129402,0.9459744799705337,0.965706484829682,6.431657486884126E-5,0.8450698149462517,0.8548347410389582,0.7703347606410137,0.3356091413769272,0.9335723211532393,0.945939385628982,0.9847918146892525,0.5928374326106157,0.9856259815549077,0.9394685193819404,1.0,0.9544144351964756,0.7805940021705783,0.6060613393135361,0.6398201218744962,0.9347851377517723,0.856075807678953,0.06123081407709358,2.968864578876533E-4,0.6708636368548276,0.9663270635643755,0.9368036082562755,0.7773621772295194,0.8887415159292442,0.9889461929326847,2.5318094940883745E-4,0.9136616228597537,0.49702882428824674,0.11526451334909618,0.9863932192471168,0.8731034895693163,0.9629905663601482,0.9331398889140705,0.9056731845959898,0.9315629745187672,0.949133239003563,0.002247955801973851,2.3796051927317823E-4,2.045463740225818E-7,0.905303368550271,0.789245201047802,0.9572419543138287,0.9366137723626242,0.9935978334867626,0.9719099759012629,0.9194685528359877,0.9107480820732403,0.12414443051749809,0.9264403039372834,0.5646428144611891,0.9274698795872331,0.9403966041800489,0.0723435138442821,0.10327556454399149,0.9644911064919457,0.9656290104721081,0.6120544031780545,8.496890267328401E-5,0.9446571378626781,2.3328441764713014E-5,0.9430252755137624,0.9607564731121485,0.1989346280819321,0.8699314266249996,0.9874105730255194,0.9438430653472599,1.0228111080845688E-4,0.6452105446293133,0.9369408078759934,0.797933975408628,0.953289656093025,0.9574100113161532,1.79932619295131E-4,0.40213762900504474,0.8411045965712302,0.2832707425229982,0.9776017073965204,0.9932034768321737,0.6669826681737892,0.38497341840802674
MDEwOlJlcG9zaXRvcnkxMDgyMjUyMTY=,0.8614165269122015,0.7456702338198723,0.7620644359315512,0.35256104686861345,0.9620717475952593,0.17023543953019424,0.1345873128219606,0.08594542144580418,0.9427595539922136,0.40737626774855656,0.8649457471103125,0.8649457471103111,0.7283284874346372,0.8784497444950812,0.9426529787481049,0.09452815541183737,0.7736794617533824,0.8294955595522915,0.7324775592590316,0.31642243236271955,0.8548143983868195,0.865145486065175,0.9426839981680083,0.5849768600464506,0.9232611156490287,0.8648751477451588,0.9544144351964756,1.0,0.7133952972762015,0.6724505482227084,0.6596846620141243,0.8822412246203517,0.7931339546676296,0.09050471747847903,0.01374740238517167,0.729943705650162,0.9122882584435752,0.8576010264617958,0.7111085385944579,0.8330922652659151,0.9612975880019248,2.563340099577115E-5,0.8367246131166679,0.48522480358643366,0.13307210491728258,0.9321831149994441,0.8144875577284055,0.9144353340765247,0.8544031136407618,0.829067377630859,0.8825678179078243,0.875896218413276,0.0013610251807882545,0.006980806394728058,0.0016733166832421115,0.8657415203842493,0.7764642026106572,0.9174912582453963,0.8577153960409157,0.9542204372252036,0.9160430922576462,0.846665857225652,0.839691147357222,0.12822748270566978,0.867527410658811,0.5299933270676611,0.8692925960815511,0.8726718949338002,0.05460349615277155,0.09914400579408293,0.8915104258679646,0.9528258319317763,0.5620138380259375,0.024138922111667002,0.8649110800313482,1.6825844946476046E-6,0.8633686763630649,0.904184943234096,0.18369487579965735,0.8030056686071302,0.9289598723303917,0.8718425288603083,0.0025925427553354337,0.6045224323181396,0.8613851225324376,0.7164992678505964,0.9460703906892193,0.8841369381261277,5.222571295440444E-5,0.45350906008314057,0.7794368147693564,0.3517964913918983,0.9299091902731735,0.9438181088701804,0.610714625288847,0.37194605364914435
MDEwOlJlcG9zaXRvcnkxMDI5OTMzMjU=,0.819490590882761,0.6643286907181086,0.7080017392510184,0.13045648749100186,0.7361914684052326,0.1752905919896276,3.218300410166843E-4,0.09230085643513644,0.7837091211433084,0.3017687975657314,0.8232731489457261,0.8232731489457278,0.5361703960201251,0.7970366449405328,0.7094430369451139,0.07636051908782736,0.736430029802216,0.7532169914974116,0.6313020924039989,0.29682999205107513,0.8136059566910505,0.824672427860582,0.7921859081411271,0.5062927866452538,0.8115361839622767,0.830491161705119,0.7805940021705783,0.7133952972762015,1.0,0.2604813540647224,0.45299851004679004,0.8125499663717148,0.7463491907316886,0.05336259831923599,1.144316706874755E-4,0.44679164112959097,0.8094751208685966,0.8162938276455118,0.6776885234078551,0.7570323229971259,0.7933297869144442,1.25880665128891E-4,0.7963544959327284,0.412980148854644,0.10077665859093995,0.8108849720949676,0.7632172809717339,0.7643460154516425,0.8131750798120823,0.7889739279053072,0.8096037026340803,0.8206178582745568,0.0026647054538344738,1.0998875806253946E-4,0.007440376626618612,0.7236797046009339,0.5821096569139494,0.782387854835105,0.816428326478388,0.7752232309503285,0.7973522012522337,0.8010420771242921,0.7885772289148483,0.1081665587961948,0.807668527725952,0.5025443349805837,0.8088424018490346,0.831352793042863,0.11922683129132168,0.0910484762219625,0.8213567265674543,0.685079518805059,0.5344194045931979,3.5534933093092046E-5,0.8232451258404516,0.03385080822353806,0.8217667466275186,0.8172660124823817,0.22472864690393385,0.7581307939733168,0.8089480659032569,0.8230755825508024,3.627430347926752E-5,0.5306212534452305,0.8142656310882173,0.7002223251067637,0.66398080612298,0.8206963278202813,3.685685209324034E-4,0.20791239840263126,0.732948444755439,0.08554715121382434,0.7914547841569117,0.7972548590366296,0.6051256315882804,0.3363821226876511
MDEwOlJlcG9zaXRvcnkxMDk0MzY4NTM=,0.3149908628970761,0.2553106044292278,0.2721238098695973,0.5010207195359587,0.7085138447939725,0.060334658400202676,0.0015567196994713927,0.028044980357412732,0.5821341431074278,0.1593685263894932,0.3166026815809201,0.3166026815809202,0.4121504296205476,0.39838726240241407,0.7172708500706222,2.2430981340799017E-4,0.2832277117013304,0.3779606111244686,0.37758556648527636,0.1023819778564897,0.3126847827497177,0.3162207394154133,0.5266490656183084,0.25225146527251713,0.47149767754476724,0.3358246490925082,0.6060613393135361,0.6724505482227084,0.2604813540647224,1.0,0.5834386920233368,0.32343002192186876,0.2864223091318653,0.02050835055942789,1.4083947966575706E-4,0.6353858885062,0.4234950707133141,0.31411815937039617,0.2598960609681092,0.35428585829932785,0.5354066672709324,1.6722375081930227E-4,0.3059147861376135,0.22666183302436954,0.04226115429130338,0.4908157350725858,0.2874007935896815,0.5455641559229967,0.31291769139995856,0.30374416359620043,0.3230384695527144,0.3374211625259556,0.0013387100942093644,2.3193303565515253E-4,1.18605343975838E-5,0.49773467136487803,0.5792723964675525,0.4759552088117912,0.3141759873794685,0.6225210654452228,0.47355220284555793,0.30730053262935947,0.3307205780990816,0.041532502796656365,0.3097424853070122,0.18851956220247082,0.30946977120384345,0.31405878701273177,0.012239859980965415,0.03459322218279528,0.38035014459972694,0.7893612704408683,0.20449586049493496,5.94244052588588E-5,0.31653154695387925,1.1824610032431041E-5,0.31606519722673476,0.38159953137406943,0.0598141411470605,0.29135460281267905,0.4844129730700586,0.31479261032908756,6.889138085507021E-5,0.310347268577679,0.320627250490639,0.2568098796232552,0.8160218106801502,0.3611373708239469,1.4426807500945123E-4,0.559622041340024,0.2820014866591744,0.5753847019188386,0.5169977075007431,0.5361601003504584,0.223430014847178,0.12895129034282457
MDEwOlJlcG9zaXRvcnkxMDU4MzUyMjA=,0.5305082405020899,0.4251399551531441,0.647418499393313,0.5709017482890937,0.6676733097816697,0.11316721089385942,0.0026345880937494815,0.04647186136789634,0.6866707175689589,0.24047339844319893,0.5269020347798643,0.5269020347798644,0.4941513753999336,0.5519277565321703,0.6925094312327038,0.24654259745079876,0.47144648864590516,0.49628952671287446,0.616237991188019,0.316604698741069,0.5324697535877967,0.5263862240363335,0.6462808624837226,0.5204366704325781,0.5932156167775624,0.5447000341337693,0.6398201218744962,0.6596846620141243,0.45299851004679004,0.5834386920233368,1.0,0.5384922084142951,0.6558515268061154,0.03983364585966028,0.1892861282539463,0.5170169872825866,0.5689307291131648,0.5220122248633837,0.43280321976131636,0.6645132134534382,0.6275805089497764,0.0023832134798746104,0.5093540637369013,0.5979240663537908,0.4377324305997641,0.6291371176988227,0.4770294647637588,0.6053569514763767,0.5787321377542579,0.5920083111817285,0.5379185047078623,0.5631019750080315,0.038332462328109294,0.001383316012057181,0.029895755501248275,0.6816676862904741,0.6193294250956073,0.6176945506487069,0.5217646542165125,0.6446424318811811,0.6495142647696686,0.581418252599201,0.5189854839998661,0.25328571377830605,0.5148710663740113,0.45874555377673737,0.5145373094318062,0.5231401929471604,0.12988944371652908,0.10267642615909994,0.5555395547455166,0.6820132143290112,0.4060642536343553,0.34335733591165213,0.5269008910582503,3.7071204307035446E-5,0.5263451880589123,0.5542853829285452,0.1217001191842463,0.5337847245999261,0.6059854427562091,0.5241369769676987,0.0275738407496742,0.38902055079029213,0.5600803365418285,0.4268223755824871,0.684614569295126,0.5721244827063885,5.110149058567424E-4,0.6037933807021414,0.6029182899046716,0.5884051310573546,0.6737073983934699,0.6164369782673765,0.37210134256775224,0.44134155560862354
MDEwOlJlcG9zaXRvcnkxMDUzNDAwMzQ=,0.9808950954417867,0.7994029617287856,0.8482029141723222,0.16202091676626376,0.886208163652949,0.18927582277200325,0.11161154580077642,0.08731190281119598,0.9318966125237753,0.3741222852220665,0.9854139032993133,0.9854139032993194,0.6816748865745275,0.9554232229370866,0.8549793976749789,0.08325658354952543,0.8814370892456032,0.8406164143585726,0.7542773472229652,0.3199804906974125,0.9738387954483634,0.985022692038882,0.9564560118860147,0.6222054089694463,0.9734288421543307,0.9725232599266265,0.9347851377517723,0.8822412246203517,0.8125499663717148,0.32343002192186876,0.5384922084142951,0.9999999999999999,0.9023913018351742,0.0877256364700775,0.00552682240727826,0.5923764976370366,0.96748256168697,0.9770264589979113,0.8093756062413161,0.9062650239491458,0.9598232568053915,3.246407479168466E-5,0.9532621747851466,0.4951885915388652,0.1210486727629348,0.9652971051537159,0.9024994965436319,0.9180829941013526,0.9733839787953985,0.9445296591633188,0.9997257863155554,0.9866413297980344,3.1928856265991056E-4,0.004664083747034314,8.337457841338578E-4,0.8690530334263614,0.7019576496810433,0.9308166144827325,0.977182005230338,0.9193341958300062,0.9565492822950833,0.9640544956990766,0.9408039172375843,0.12942935636308003,0.9697593077676698,0.5917437651866013,0.9685025883115574,0.9792341890876013,0.0467637131789995,0.10965663274905246,0.9839547643752438,0.8268110526285095,0.6368485150242222,6.0032980912807175E-6,0.9853771878117585,1.2177278419861082E-6,0.9836189889872862,0.9898203745171126,0.1869938185413481,0.9086079839052814,0.9711666795147283,0.9811909203793077,0.005144077896933548,0.636449444639958,0.9747430168458626,0.799660111581514,0.8020071580472088,0.9829587280708509,6.016911739971238E-5,0.2549924185549824,0.8772502094284028,0.11014359970121143,0.9509365503560189,0.9589792236959143,0.6957714996010741,0.40325292872890933
MDEwOlJlcG9zaXRvcnkxMjc2NDI5OTg=,0.905965675171614,0.7317512493016707,0.8575851535027135,0.2866544231131465,0.8102334332987053,0.18561090744719408,0.008320352290335434,0.07984030546967139,0.8810320556492182,0.35393705598107106,0.9065688784376307,0.9065688784376287,0.6321043532318968,0.9194664519732267,0.8296314336113505,0.0918661553846864,0.8110529158321206,0.7662727798231032,0.7700170105714951,0.3688758074639798,0.9328179224930196,0.9051477102335614,0.8913164228652384,0.666287699490634,0.8935711424704421,0.8926360583882228,0.856075807678953,0.7931339546676296,0.7463491907316886,0.2864223091318653,0.6558515268061154,0.9023913018351742,1.0000000000000002,0.08228760343120693,0.09786802130225823,0.506913425605215,0.8910706263916257,0.8994377435167763,0.7694575094543015,0.9259568016041042,0.8793347675566204,0.005297160450753664,0.8777429175909975,0.6102314689333747,0.29577161153650267,0.9016064718082341,0.82273993668984,0.889558200917024,0.9239997985974395,0.9196734403944463,0.8995751802098113,0.9215082930404843,0.033878389708559234,0.002685154902712233,0.011928160733500308,0.8843453688834132,0.6836721921115003,0.8727819366034382,0.9010188904737991,0.8403699566721096,0.9097469207178193,0.9125843883409145,0.8718319365528021,0.21543323064369832,0.8871497305808816,0.6142194724220549,0.8863647837538569,0.8996396737395522,0.11952419613381482,0.2810175828205556,0.9044289208203901,0.7541516097491949,0.6485163841332738,0.17670632352312618,0.9064523949840491,2.27815008236105E-4,0.9158811533145919,0.9000096981294613,0.1827639891722446,0.8608471822526892,0.8949239439564814,0.901566917200162,0.01862359926341693,0.5844509146151585,0.9151407934137539,0.7343876473907743,0.730902224221398,0.9146543927509603,0.0014742370160267136,0.32313114783007213,0.9220222905010071,0.24060358609107027,0.8931038346944914,0.8780319100414213,0.6399716638680311,0.5289275124628383
MDEwOlJlcG9zaXRvcnkxMjE4ODA0ODg=,0.06452638193486084,0.05230624897968095,0.05574705704769263,0.09245970540920265,0.05792168583637075,0.037085350621823894,0.17704252309180507,0.005748043683673493,0.0661142522686137,0.07141837008445855,0.06482265681728082,0.06482265681727721,0.08441874556764005,0.09413815534829295,0.08258295178414635,0.11841592288547827,0.057983045245187576,0.05477166971250385,0.18563792624412767,0.06292275455079994,0.06405738138225098,0.06476298061087857,0.06490365787949043,0.12164825565673366,0.06389827406068528,0.06380188094067939,0.06123081407709358,0.09050471747847903,0.05336259831923599,0.02050835055942789,0.03983364585966028,0.0877256364700775,0.08228760343120693,1.0,0.23202720376924857,0.10729780479000656,0.06603908587805545,0.06427291694167385,0.0709898185204919,0.07389001646181761,0.06984325058735218,6.573197367148236E-5,0.06270389050896855,0.03251843405091403,0.008376090287880982,0.07021736182612717,0.05880932199905341,0.09456960608541769,0.0640193853937888,0.062118618323370775,0.09163301033847188,0.064624079380122,1.741201916169114E-4,0.09817200135142248,3.2983204318092747E-6,0.05698151251818255,0.053095244049442894,0.06095831938629596,0.06428824645475513,0.06004614340678479,0.06278209483778883,0.06308385510067048,0.0687611601574642,0.008502113972629368,0.06339005174218147,0.20476676013763184,0.0633419962067896,0.06432569149115341,0.1532838626934452,0.12232521250478834,0.06467166466255904,0.05394080998976311,0.06889092761496114,2.3530129002904486E-5,0.06482034092809924,1.293368567802382E-7,0.07117609619227583,0.07814477175781374,0.012250849662698444,0.14275177070674697,0.06369522552366534,0.06447957589878373,3.828994191133811E-6,0.041776737154004644,0.0641139232033779,0.05260901240556809,0.05227949277003815,0.06461867298983143,2.1437461497707244E-4,0.016360517788605727,0.09068658735506945,0.006731688308901174,0.06208477729764332,0.06277546651206396,0.04577354625148055,0.08598520484588823
MDEwOlJlcG9zaXRvcnkxMjI2NTQ3MTY=,0.007872861790083946,1.4267253896327418E-4,0.19225904025282436,0.5661906789149709,1.0027872178534057E-5,0.010251447250024193,0.013893411672322387,0.001104994856465724,0.02903697435800029,0.017607828887559886,2.301541085103131E-5,2.301541085127903E-5,0.02685447964934455,1.225997844358409E-4,0.008254633081942122,0.07463990890590315,1.7953256444156902E-4,3.786809440026015E-4,0.19198271963692376,0.18617964260953931,8.14636008921241E-4,4.4337459155740626E-4,0.03774516320817262,0.21545117465853733,4.634761208882063E-5,4.506862376556963E-5,2.968864578876533E-4,0.01374740238517167,1.144316706874755E-4,1.4083947966575706E-4,0.1892861282539463,0.00552682240727826,0.09786802130225823,0.23202720376924857,1.0000000000000002,0.015224358408416386,7.591399417344034E-5,4.435247783358081E-4,1.0522661289105139E-4,0.15542142257558705,0.008538438789024974,0.005122998590940174,3.8225729752428976E-4,0.384119850210477,0.42826170913558614,0.005107529757689218,1.472928076032171E-4,3.652265765119687E-4,4.903087632681662E-4,0.0025581855632253237,0.005773752609405474,0.016351766660175203,0.01054715399275332,0.33751377506323577,0.03001878222950471,0.14904300392861972,0.1299930342951816,0.04987999661395706,9.259099301460106E-4,4.137508435142418E-4,0.07854023180145263,0.09306100025577214,0.002184634900920858,0.23643077899765225,5.868317461399676E-4,0.7563562535891174,3.6775415351359103E-4,4.265461286342964E-5,0.45165581389626897,0.05104069666534667,3.2532978240497965E-5,9.72095527668628E-5,0.019276293780900056,0.4359768194733663,1.0236333758624033E-4,1.7871810797225003E-4,6.269406548808066E-4,3.453937544051887E-4,0.028190628879611778,0.3508564100760461,0.010237377651215386,5.352133457087427E-4,0.011280062749128463,3.0791929946509105E-4,0.045159655058065934,0.0025289050464728747,1.0178112572892714E-4,0.021137968350940922,0.0010161002716358694,0.22848697160666193,0.17065369327701782,0.3606750438341591,0.033283247728716506,1.757728581444484E-4,2.1418128661593197E-4,0.286017087171157
